"id_discente","matricula","ano_ingresso","periodo_ingresso","periodo_atual","sexo","idade","raça","pais","curso","nivel","modalidade","estado","polo","forma_ingresso","discente_situacao","beneficiado_auxilio","prazo_conclusao","data_colacao_grau"
"0e37ed173e303965eada763e8e261c8b"," 2017209***","2017","2","5","M","21","Parda","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","TRANSFERÊNCIA VOLUNTÁRIA","ATIVO","t","20232",""
"0e3abafa97c60fa62fd066d3dc8a714c"," 2017211***","2017","2","5","F","22","Negra","Guiné Bissau","HUMANIDADES","G","Presencial","Bahia","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","FORMANDO","t","20201",""
"0e68b69d00545980576baa42e0612bd9"," 2016209***","2016","2","7","M","22","Negra","Brasil","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","SiSU","ATIVO","t","20221",""
"0e6bd734822c965554e3a2e8302a64c0"," 2018102***","2018","1","4","F","22","Negra","Angola","ENFERMAGEM","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","f","20251",""
"0e6f29c0815c615fdd06b31bca57521a"," 2015104***","2015","1","10","F","22","Amarela","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","SiSU","ATIVO","t","20211",""
"0e92e22b37f0e9a51d148bdd23dce8b2"," 2019104***","2019","1","2","M","18","Parda","Brasil","ENGENHARIA DA COMPUTAÇÃO","G","Presencial","Ceará","","SiSU","ATIVO","f","20251",""
"0ea8ed77c4d6b8004199bcdeffa1b948"," 2018207***","2018","2","3","F","32","Negra","Brasil","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","SELEÇÃO DE ALUNOS QUILOMBOLAS OU INDÍGENAS","ATIVO","f","20222",""
"0ed37722d0c00fe2304eff89342e7f76"," 2015200***","2015","2","9","F","22","Negra","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","ATIVO","f","20211",""
"0ed575565f21c5bdf1925f2f46793da0"," 2018204***","2018","2","3","F","26","Parda","Brasil","PEDAGOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20222",""
"0ee30c8e88c5d9ece37c42e495cec823"," 2017204***","2017","2","","F","55","Negra","Brasil","GESTÃO EM SAÚDE 2017.2","L","A Distância","Bahia","São Francisco do Conde","PROCESSO SELETIVO","ATIVO","f","",""
"0ef306797f3aaf0ed19fe18f7d90ddd1"," 2018104***","2018","1","4","M","22","Negra","Angola","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20221",""
"0f000f527cd1d49e499edfeee9544e3c"," 2016213***","2016","2","7","F","22","Não declarada","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","REOPCAO","ATIVO","t","20221",""
"0f0107744ea60ab8e003e3b589024f0b"," 2019206***","2019","2","1","F","21","Negra","Angola","HUMANIDADES","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","f","20231",""
"0f013b3dc3b052cfe90aeebd617f89fd"," 2018206***","2018","2","3","M","28","Parda","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","PORTADOR DE DIPLOMA","ATIVO","f","20271",""
"0f0214918fb397412b5daf8587f5f8b7"," 2018107***","2018","1","4","F","19","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","f","20232",""
"0f072abec1ea4d42bf9b288e69ade4e1"," 2017200***","2017","2","","F","25","Parda","Brasil","SAÚDE DA FAMÍLIA - 2017.2","L","A Distância","Pará","Redenção","NAO INFORMADO","ATIVO","f","",""
"0f0743f8b8e66c411054e26bdca801ad"," 2018208***","2018","2","3","M","27","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","PORTADOR DE DIPLOMA","ATIVO","f","20211",""
"0f0acecf8da7851ca66e3567ce977d67"," 2017100***","2017","1","6","M","33","Não declarada","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","ATIVO","f","20222",""
"0f1dff446820c47f17391912a55e8ef9"," 2017107***","2017","1","","F","32","Parda","Brasil","GESTÃO EM SAÚDE 2017.1","L","A Distância","Bahia","São Francisco do Conde","SELECAO POS-GRADUACAO","ATIVO","f","",""
"0f21103436e7860d6773f42f36465581"," 2017109***","2017","1","6","F","37","Negra","Brasil","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","SiSU","ATIVO","f","20222",""
"0f2c9a09c4feae6cf77ccd4e314b5852"," 2014303***","2014","3","10","F","24","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","t","20181",""
"0f2d54d7730d541c4b1e0a14e297f2c1"," 2019202***","2019","2","1","M","19","Branca","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20281",""
"0f335b7d8f074ce041346b7f3fc8c461"," 2019108***","2019","1","2","M","22","Negra","Guiné Bissau","FÍSICA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20242",""
"0f3914b6b7ad315bc0ca1fe50a2d90eb"," 2018206***","2018","2","3","M","31","Negra","Guiné Bissau","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","REOPCAO","ATIVO","t","20241",""
"0f420f7655703e46b23adfe3c64fe83f"," 2019200***","2019","2","3","F","22","Negra","Brasil","CIÊNCIAS SOCIAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20232",""
"0f4cd27a518973596dd19248bc1797e9"," 2019100***","2019","1","","F","25","Parda","Brasil","MESTRADO ACADÊMICO EM ENFERMAGEM","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"0f4d802b0f34d21201765ed7ef5c08c5"," 2017203***","2017","2","","F","34","Parda","Brasil","GESTÃO PÚBLICA - 2017.2","L","A Distância","Ceará","Limoeiro do Norte","PROCESSO SELETIVO","ATIVO","f","",""
"0f5cb7d00847623eaa406407ca4bb678"," 2013302***","2013","3","12","F","29","Negra","Guiné Bissau","ENFERMAGEM","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20202",""
"0f618597a7b6756e09757743098affae"," 2016208***","2016","2","7","F","33","Negra","Brasil","PEDAGOGIA","G","Presencial","Ceará","","SiSU","ATIVO","f","20202",""
"0f88554d3e47dc503d6284ad1dd059c5"," 2019204***","2019","2","1","M","18","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20231",""
"0f909011a76fbffa87f74c2351d95972"," 2018108***","2018","1","4","F","20","Parda","Brasil","QUIMÍCA","G","Presencial","Ceará","","SiSU","ATIVO","f","20241",""
"0f9918671f64617c6e866f8f5965e57b"," 2018101***","2018","1","4","M","22","Branca","Brasil","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","SELEÇÃO DE ALUNOS QUILOMBOLAS OU INDÍGENAS","ATIVO","f","20232",""
"0f9ae6d4833bab768c7874bd2540c33f"," 2015103***","2015","1","10","F","26","Branca","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","FORMANDO","t","20182",""
"0fc072ecbd33862ae8ef87e9a5ddf1a4"," 2018209***","2018","2","3","M","27","Negra","Angola","AGRONOMIA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20252",""
"0fc26b7706e3ce9b8c7157c81ae36b97"," 2019101***","2019","1","2","M","21","Negra","Angola","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20231",""
"0fc6c7c630dc7d6baf365f4c8dcb8551"," 2018202***","2018","2","","F","26","Branca","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"0fe13d096f36e087199d47c632ec7551"," 2017208***","2017","2","5","M","44","Não declarada","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20231",""
"0fe98451bac6cab8c693d084c92266ad"," 2017211***","2017","2","5","M","24","Negra","Guiné Bissau","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","REOPCAO","ATIVO","t","20212",""
"1003aaf74fe461320d7923e105914a15"," 2017101***","2017","1","6","M","32","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","ATIVO","f","20222",""
"100af936b650df6f9829f2b91f80ed0c"," 2018201***","2018","2","","F","27","Parda","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"101062ebca1856cde43ffdbf58de402c"," 2018204***","2018","2","","F","25","Parda","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"101def6f27969c1fd1eec2bbea2cb140"," 2018206***","2018","2","3","M","23","Negra","Brasil","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20222",""
"1020f5f9d5e75455b6cf1e135545bb87"," 2019105***","2019","1","2","M","20","Parda","Brasil","FARMÁCIA","G","Presencial","Ceará","","SISURE","ATIVO","f","20261",""
"102d901854b21528ece80dd9fd136aee"," 2019200***","2019","2","","F","49","Branca","Brasil","ENSINO E FORMAÇÃO DOCENTE","E","Presencial","Ceará","","Ingresso em Mestrado Por Associação","ATIVO","f","",""
"103b874fd84fa6e13b77c8bfbff6fd5b"," 2018203***","2018","2","","F","35","Parda","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"103c82b2074a8aba7abe8bb3f55efb40"," 2018212***","2018","2","3","M","21","Negra","Guiné Bissau","HUMANIDADES","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20221",""
"1047fde69938add8b6451c83a8c387e0"," 2017110***","2017","1","6","M","21","Negra","Angola","FÍSICA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20222",""
"106434ea85da9f1bca50daf156486287"," 2017113***","2017","1","6","F","32","Branca","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","PORTADOR DE DIPLOMA","ATIVO","t","20231",""
"106625737bc72d21a5c13e8e7b47b469"," 2015101***","2015","1","10","M","23","Parda","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20232",""
"106deb39234c2a92eb617ceb87792ee8"," 2016214***","2016","2","7","F","26","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","f","20232",""
"107b9b001fc4750d454675731bd662c6"," 2017103***","2017","1","","F","36","Parda","Brasil","GESTÃO EM SAÚDE 2017.1","L","A Distância","Ceará","Redenção","SELECAO POS-GRADUACAO","ATIVO","f","",""
"107cb44689fdb3c268d2806c7eb380e3"," 2018202***","2018","2","","F","28","Parda","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"1082fb9dbac205f4641ed8156e3b7dab"," 2019104***","2019","1","2","M","18","Parda","Brasil","LETRAS - LÍNGUA INGLESA","G","Presencial","Ceará","","SISURE","ATIVO","f","20262",""
"10852a4c8cd063f54d25d145283c3898"," 2019101***","2019","1","2","F","50","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20232",""
"1097cc6673ea419fe37a1490daa6e08e"," 2017211***","2017","2","5","M","23","Parda","Brasil","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20212",""
"109d8fa72a550aaa8a7e3854f325e7dd"," 2019103***","2019","1","2","M","19","Parda","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20272",""
"10a27467864b9d1c3437e076a5fb9450"," 2016214***","2016","2","5","M","28","Parda","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","PORTADOR DE DIPLOMA","ATIVO","f","20222",""
"10a53c34c0a723983d11b73d55eaafc6"," 2017110***","2017","1","6","M","26","Negra","Angola","FÍSICA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20222",""
"10ba9cfd4de92ed5af8e535e1fe9e173"," 2019202***","2019","2","1","M","23","Não declarada","Brasil","ENGENHARIA DA COMPUTAÇÃO","G","Presencial","Ceará","","SiSU","ATIVO","f","20252",""
"10d16fd9ee317588c2a7b47e184b38c1"," 2017113***","2017","1","6","F","34","Parda","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20212",""
"10d1c696972e63878cadab4282951380"," 2019100***","2019","1","","M","30","Negra","Moçambique","PROGRAMA DE PÓS-GRADUAÇÃO INTERDISCIPLINAR EM HUMANIDADES","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"10e5b8ddce498afd4c0952322f5ce156"," 2018100***","2018","1","","F","32","Parda","Brasil","MESTRADO PROFISSIONAL EM MATEMÁTICA EM REDE NACIONAL","E","Semi-Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"10fd2f242897faaa7ab9c0df32f1abe7"," 2017205***","2017","2","","F","38","Parda","Brasil","GESTÃO PÚBLICA - 2017.2","L","A Distância","Bahia","São Francisco do Conde","PROCESSO SELETIVO","ATIVO","f","",""
"1106b30f753ff22f3f3089d8a90da581"," 2018207***","2018","2","3","F","20","Amarela","Brasil","PEDAGOGIA","G","Presencial","Bahia","","SELEÇÃO DE ALUNOS QUILOMBOLAS OU INDÍGENAS","ATIVO","f","20231",""
"11098b6548de1dff412249707fad4372"," 2019200***","2019","2","","M","33","Indígena","Brasil","MESTRADO ACADÊMICO EM ANTROPOLOGIA UFC/UNILAB","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"110e2b0a6982de07985f8165641dfe0c"," 2017215***","2017","2","5","M","19","Parda","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SiSU","ATIVO","t","20261",""
"111b21be72c30f3811ab4586f4e77cbf"," 2019103***","2019","1","2","F","18","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","f","20261",""
"1127e014dce5456ccec0950ba1422346"," 2014301***","2014","3","10","F","23","Parda","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SiSU","ATIVO","t","20192",""
"112a929686c5affcff2a91dc6616e8a7"," 2018100***","2018","1","","F","39","Amarela","Brasil","MESTRADO ACADÊMICO EM ENFERMAGEM","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"1141c88a8153ffa7cd38c990cf38f360"," 2018203***","2018","2","","M","30","Negra","Guiné Bissau","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"1146ab32116a039c1edcee4fd8c622e9"," 2017202***","2017","2","","M","30","Parda","Brasil","GESTÃO EM SAÚDE 2017.2","L","A Distância","Ceará","Redenção","NAO INFORMADO","ATIVO","f","",""
"1154c02679d2fc2eb8b38ac3b287f64f"," 2014302***","2014","3","10","F","26","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","f","20201",""
"1154fa60579e6a1cd952063ebc97dff8"," 2018206***","2018","2","3","F","26","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20231",""
"115bad4d2ce63c4fbd116cbec2874b70"," 2018204***","2018","2","","F","29","Branca","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"11641c6203fda08b64995dd63d05c7df"," 2016101***","2016","1","8","F","21","Branca","Brasil","FÍSICA","G","Presencial","Ceará","","SiSU","ATIVO","t","20212",""
"11686703517412532a0959fe4f971cc4"," 2016200***","2016","2","","F","36","Parda","Brasil","SOCIOBIODIVERSIDADE E TECNOLOGIAS SUSTENTÁVEIS","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","DEFENDIDO","f","",""
"116c3aa52708b87ec3a0c294a18990f2"," 2017111***","2017","1","6","M","30","Negra","Guiné Bissau","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20211",""
"116d329a346197876d27339bbf88fa0d"," 2018101***","2018","1","4","F","26","Negra","Brasil","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","PORTADOR DE DIPLOMA","ATIVO","f","20232",""
"117394fe122a887156e114decc739845"," 2019102***","2019","1","2","F","19","Negra","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SiSU","ATIVO","f","20241",""
"1176ca0a2082442ca3a05fd70d0121c4"," 2016104***","2016","1","8","M","25","Não declarada","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","SiSU","ATIVO","t","20221",""
"1178e8536f4dd15be345c7050ebdc0c0"," 2017211***","2017","2","6","M","29","Negra","Guiné Bissau","HISTÓRIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20222",""
"117c2ff053f9c951bc41afd1189bb7c0"," 2018200***","2018","2","","F","27","Parda","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"117d9cb5c0cd0426aa7195c89544981a"," 2017208***","2017","2","5","F","30","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20231",""
"1188ffd49954697153738327e6e64c27"," 2018204***","2018","2","","F","26","Parda","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"1197b77aa76a943985b79d3f89fdaea5"," 2016213***","2016","2","7","M","25","Negra","Guiné Bissau","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20221",""
"11a2b71655591fd7af7a753b9c481fbc"," 2018210***","2018","2","3","F","35","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","f","20211",""
"11b34ac54184bf1f9f3ababedbb988d4"," 2013103***","2013","1","14","M","37","Branca","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20182",""
"11b372ce98ea53591817507862c4763b"," 2017200***","2017","2","","F","27","Branca","Brasil","SAÚDE DA FAMÍLIA - 2017.2","L","A Distância","Ceará","Limoeiro do Norte","PROCESSO SELETIVO","ATIVO","f","",""
"11b7f6f7e0877a5e5d4b5080a62f3a49"," 2016208***","2016","2","7","F","20","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","f","20232",""
"11c0cd763bcf5c2c9eec3d8ba74e91d6"," 2018210***","2018","2","3","F","19","Parda","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SISURE/REMANESCENTES","ATIVO","f","20232",""
"11c1c470874a4c11524f8b301cff80b3"," 2013301***","2013","3","12","M","27","Parda","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","ENEM","ATIVO","t","20221",""
"11c49cec1211ea3468eb775c3a515af1"," 2017211***","2017","2","7","M","28","Negra","Guiné Bissau","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","FORMANDO","t","20211",""
"11c7bcd7f6844f2d5e09198025ca2a4f"," 2017208***","2017","2","5","F","20","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20231",""
"11ee81de6a8bc32461966fae49636d7f"," 2017212***","2017","2","5","F","36","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20221",""
"11ef3323620265b94ac7216617cafdcc"," 2019203***","2019","2","1","F","31","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","SELEÇÃO DE ALUNOS QUILOMBOLAS OU INDÍGENAS","ATIVO","f","20241",""
"11fe69e7279db4ac980de5198c3baa90"," 2016210***","2016","2","7","M","25","Parda","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","t","20191",""
"11ff159b7efce1276c5455be968dcd5e"," 2018212***","2018","2","3","F","21","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SISURE/REMANESCENTES","ATIVO","t","20221",""
"11ffb560ac7c83e9d088f396c5826844"," 2016212***","2016","2","7","F","23","Negra","Angola","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20221",""
"1211a593568910328e654cf6df740dd4"," 2019203***","2019","2","1","M","19","Não declarada","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20281",""
"1215d456731bb02acc982e9421a355ec"," 2018101***","2018","1","4","F","38","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","PORTADOR DE DIPLOMA","ATIVO","f","20222",""
"122e3adfce09fc00ac1bfac923e098be"," 2018102***","2018","1","4","M","40","Parda","Brasil","PEDAGOGIA","G","Presencial","Bahia","","Prof. Educação Básica","ATIVO","f","20222",""
"1236b77676cecbf912a942485a510fbc"," 2015303***","2015","3","8","F","21","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","t","20211",""
"1245d6eff8fd29d9775c8bf1ac677b53"," 2017212***","2017","2","5","F","34","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20221",""
"124d1b54e22edaae41678b74f96a29db"," 2018201***","2018","2","","F","30","Branca","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"1265b1de97376dbe010fe91a48938c6f"," 2017214***","2017","2","5","F","29","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","t","20211",""
"126f6c326934521085ac50a73d931d5a"," 2017212***","2017","2","5","F","19","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20211",""
"1286eda8a0237fd71d602ef5eaf73435"," 2017112***","2017","1","7","F","24","Parda","Brasil","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","FORMANDO","f","20212",""
"12a17a68c64999dc732452e44105025e"," 2017207***","2017","2","5","M","46","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20231",""
"12aca9b2d1f1303115b50573e32796c5"," 2018203***","2018","2","","M","26","Branca","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"12b071755b84eff2e8514f824a16dc72"," 2018103***","2018","1","6","M","28","Parda","Brasil","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20221",""
"12b75d332f7076fe15c804bf43751fd9"," 2017111***","2017","1","6","M","28","Negra","Guiné Bissau","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20211",""
"12b7d1d32b4b31da880fac9049a5fb63"," 2018107***","2018","1","4","F","20","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","f","20232",""
"12bccaa7b887c34b90571f9f6d857184"," 2015201***","2015","2","9","M","47","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Redenção","VESTIBULAR","ATIVO","f","20211",""
"12c1c0a89e17c6c4dd6e61bf0ff73d9f"," 2018204***","2018","2","5","M","20","Branca","Brasil","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20222",""
"12d189b1edfcd156687fd3de42638f15"," 2019205***","2019","2","1","F","23","Negra","Guiné Bissau","HUMANIDADES","G","Presencial","Bahia","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","f","20221",""
"12d3560a670873560de2c45ab788c35f"," 2018202***","2018","2","","F","25","Amarela","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"12e31f05590c010fc1aad9ba36221ab6"," 2014302***","2014","3","10","M","23","Parda","Brasil","AGRONOMIA","G","Presencial","Ceará","","SiSU","FORMANDO","f","20212",""
"12e62738bac89a400f96dc4b47484fde"," 2018204***","2018","2","","M","26","Branca","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"12f432b71ae6b9a2bbc0aa48e1a5014c"," 2018205***","2018","2","6","F","25","Negra","Brasil","CIÊNCIAS SOCIAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20221",""
"12f91e2d1e5076b9633975030eedf6fd"," 2019108***","2019","1","2","M","22","Negra","Angola","AGRONOMIA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20261",""
"13148b3bf0d045e9144d56317fb51dde"," 2018212***","2018","2","3","F","19","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SISURE/REMANESCENTES","ATIVO","t","20221",""
"1322934121d6e6b51a9c3d4502741705"," 2016104***","2016","1","8","F","20","Branca","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","t","20212",""
"132c6fda3594ae3656967cb8d42da30e"," 2018106***","2018","1","4","M","21","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20212",""
"133ff167c8af6288d7ecaacae41db927"," 2018205***","2018","2","3","F","42","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20231",""
"1351f37cb37e19931018421041c576f5"," 2017113***","2017","1","6","F","28","Parda","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","REOPCAO","ATIVO","t","20231",""
"1352eed8089b6b75c3451f7e82078c0f"," 2016103***","2016","1","8","F","23","Não declarada","Brasil","QUIMÍCA","G","Presencial","Ceará","","SiSU","ATIVO","t","20221",""
"13547b894c70ab52eaab5ae6918434f7"," 2019100***","2019","1","2","F","21","Parda","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","f","20212",""
"13605fa58aecf4a79c977e51000d9be0"," 2014301***","2014","3","10","F","23","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","FORMANDO","f","20212",""
